identifiant;nom;prenom;sexe;adresse;club;annee_naissance;licence
480;CASEY;TIMMY;M;Montgermont;;1973;
481;BOONE;DARRIN;M;Bourgbarre;;1974;
482;CORTEZ;WINSTON;M;Orgeres;;1975;
483;CLARKE;BRENDAN;M;Montfort;;1975;
484;MATHIS;TOBY;M;Iffendic;;1976;
485;SINGLETON;VAN;M;Melesse;;1976;
486;WILKINS;ABEL;M;Bruz;;1977;
487;CAIN;DOMINICK;M;Saint Malo;;1977;
488;BRYAN;BOYD;M;Dinard;;1978;
489;UNDERWOOD;COURTNEY;M;Angers;;1979;
490;HOGAN;JAN;M;Brest;;1980;
491;MCKENZIE;EMILIO;M;Nantes;;1981;
492;COLLIER;ELIJAH;M;Pace;;1978;
493;LUNA;CARY;M;Vern;;1979;
494;PHELPS;DOMINGO;M;Mordelles;;1980;
495;MCGUIRE;SANTOS;M;Saint Brieuc;;1981;
496;ALLISON;AUBREY;M;Paris;Racing club;1982;255636
497;BRIDGES;EMMETT;M;Chantepie;;1983;
498;WILKERSON;MARLON;M;Cesson Sevigne;;1984;
499;NASH;EMANUEL;M;Thorigne;;1985;
500;SUMMERS;JERALD;M;Vezin;;1986;
501;ATKINS;EDMOND;M;Le Rheu;;1987;
502;WILCOX;EMIL;M;Fougeres;;1988;
503;PITTS;DEWAYNE;M;Dinan;;1989;
504;CONLEY;WILL;M;Pont Pean;;1990;
505;MARQUEZ;OTTO;M;Pont Rean;;1982;
506;BURNETT;TEDDY;M;Chateaugiron;;1983;
507;RICHARD;REYNALDO;M;Rennes;EARTA;1984;255647
508;COCHRAN;BRET;M;Cesson Sevigne;;1985;
509;CHASE;MORGAN;M;Rennes;;1986;
510;DAVENPORT;JESS;M;Romille;;1987;
511;HOOD;TRENT;M;Chateaubourg;;1988;
512;GATES;HUMBERTO;M;Nantes;;1989;
513;CLAY;EMMANUEL;M;Paris;;1990;
514;AYALA;STEPHAN;M;Saint Brieuc;;1991;
515;SAWYER;LOUIE;M;Brest;;1992;
516;ROMAN;VICENTE;M;Morlaix;;1993;
517;VAZQUEZ;LAMONT;M;Quimper;ASPTT Quimper;1994;255657
518;DICKERSON;STACY;M;Bruz;Bruz Athletisme;1995;255658
519;HODGE;GARLAND;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1996;255659
520;ACOSTA;MILES;M;Chantepie;;1997;
521;FLYNN;MICAH;M;Saint Erblon;;1998;
522;ESPINOZA;EFRAIN;M;La Meziere;Agile Talon;1999;255662
523;NICHOLSON;BILLIE;M;Montgermont;;2000;
524;MONROE;LOGAN;M;Bourgbarre;;1983;
525;WOLF;HEATH;M;Orgeres;Jogging Loisir Orgeres;1984;255665
526;MORROW;RODGER;M;Montfort;EAPB;1985;255666
527;KIRK;HARLEY;M;Iffendic;;1986;
528;RANDALL;DEMETRIUS;M;Melesse;JA Melesse Athletisme;1987;255668
529;ANTHONY;ETHAN;M;Bruz;;1988;
530;WHITAKER;ELDON;M;Saint Malo;CJF St Malo;1989;255670
531;OCONNOR;ROCKY;M;Dinard;;1990;
532;SKINNER;PIERRE;M;Angers;Anjou Athletisme;1991;255672
533;WARE;JUNIOR;M;Brest;Stade Brestois;1992;255673
534;MOLINA;FREDDY;M;Nantes;;1993;
535;KIRBY;ELI;M;Pace;SRA;1994;255675
536;HUFFMAN;BRYCE;M;Vern;;1995;
537;BRADFORD;ANTOINE;M;Mordelles;;1996;
538;CHARLES;ROBBIE;M;Saint Brieuc;ASPTT St Brieuc;1997;255678
539;GILMORE;KENDALL;M;Paris;;1998;
540;DOMINGUEZ;ROYCE;M;Chantepie;;1999;
541;ONEAL;STERLING;M;Cesson Sevigne;Athletic club cessonais;2000;255681
542;BRUCE;MICKEY;M;Thorigne;;1996;
543;LANG;CHASE;M;Vezin;;1997;
544;COMBS;GROVER;M;Le Rheu;;1998;
545;KRAMER;ELTON;M;Fougeres;ASPTT Fougeres;1999;255685
546;HEATH;CLEVELAND;M;Dinan;;2000;
547;HANCOCK;DYLAN;M;Pont Pean;;1963;
548;GALLAGHER;CHUCK;M;Pont Rean;;1965;
549;GAINES;DAMIAN;M;Chateaugiron;;1969;
550;SHAFFER;REUBEN;M;Rennes;SRA;1961;255690
551;SHORT;STAN;M;Cesson Sevigne;;1951;
552;WIGGINS;AUGUST;M;Rennes;SRA;1955;255692
553;MATHEWS;LEONARDO;M;Romille;;1957;
554;MCCLAIN;JASPER;M;Chateaubourg;;1947;
555;FISCHER;RUSSEL;M;Nantes;Nantes Metropole Athletisme;1970;255695
556;WALL;ERWIN;M;Paris;;1971;
557;SMALL;BENITO;M;Saint Brieuc;;1972;
558;MELTON;HANS;M;Brest;;1973;
559;HENSLEY;MONTE;M;Morlaix;;1974;
560;BOND;BLAINE;M;Quimper;;1975;
561;DYER;ERNIE;M;Bruz;;1975;
562;CAMERON;CURT;M;Chartres de Bretagne;EACB;1976;255702
563;GRIMES;QUENTIN;M;Chantepie;;1976;
564;CONTRERAS;AGUSTIN;M;Saint Erblon;;1977;
565;CHRISTIAN;MURRAY;M;La Meziere;;1977;
566;WYATT;JAMAL;M;Montgermont;;1978;
567;BAXTER;DEVON;M;Bourgbarre;;1979;
568;SNOW;ADOLFO;M;Orgeres;;1980;
569;MOSLEY;HARRISON;M;Montfort;;1981;
570;SHEPHERD;TYSON;M;Iffendic;;1978;
571;LARSEN;BURTON;M;Melesse;;1979;
572;HOOVER;BRADY;M;Bruz;;1980;
573;BEASLEY;ELLIOTT;M;Saint Malo;;1981;
574;GLENN;WILFREDO;M;Dinard;;1982;
575;PETERSEN;BART;M;Angers;;1983;
576;WHITEHEAD;JARROD;M;Brest;;1984;
577;MEYERS;VANCE;M;Nantes;;1985;
578;KEITH;DENIS;M;Pace;;1986;
579;GARRISON;DAMIEN;M;Vern;;1987;
580;VINCENT;JOAQUIN;M;Mordelles;;1988;
581;SHIELDS;HARLAN;M;Saint Brieuc;;1989;
582;HORN;DESMOND;M;Paris;Racing club;1990;255722
583;SAVAGE;ELLIOT;M;Chantepie;;1982;
584;OLSEN;DARWIN;M;Cesson Sevigne;;1983;
585;SCHROEDER;ASHLEY;M;Thorigne;;1984;
586;HARTMAN;GREGORIO;M;Vezin;;1985;
587;WOODARD;BUDDY;M;Le Rheu;;1986;
588;MUELLER;XAVIER;M;Fougeres;;1987;
589;KEMP;KERMIT;M;Dinan;;1988;
590;DELEON;ROSCOE;M;Pont Pean;;1989;
591;BOOTH;ESTEBAN;M;Pont Rean;;1990;
592;PATEL;ANTON;M;Chateaugiron;;1991;
593;CALHOUN;SOLOMON;M;Rennes;EARTA;1992;255733
594;WILEY;SCOTTY;M;Cesson Sevigne;;1993;
595;EATON;NORBERT;M;Rennes;;1994;
596;CLINE;ELVIN;M;Romille;;1995;
597;NAVARRO;WILLIAMS;M;Chateaubourg;;1996;
598;HARRELL;NOLAN;M;Nantes;;1997;
599;LESTER;CAREY;M;Paris;;1998;
600;HUMPHREY;ROD;M;Saint Brieuc;;1999;
601;PARRISH;QUINTON;M;Brest;;2000;
602;DURAN;HAL;M;Morlaix;;1983;
603;HUTCHINSON;BRAIN;M;Quimper;ASPTT Quimper;1984;255743
604;HESS;ROB;M;Bruz;Bruz Athletisme;1985;255744
605;DORSEY;ELWOOD;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1986;255745
606;BULLOCK;KENDRICK;M;Chantepie;;1987;
607;ROBLES;DARIUS;M;Saint Erblon;;1988;
608;BEARD;MOISES;M;La Meziere;Agile Talon;1989;255748
609;DALTON;SON;M;Montgermont;;1990;
610;AVILA;MARLIN;M;Bourgbarre;;1991;
611;VANCE;FIDEL;M;Orgeres;Jogging Loisir Orgeres;1992;255751
612;RICH;THADDEUS;M;Montfort;EAPB;1993;255752
613;BLACKWELL;CLIFF;M;Iffendic;;1994;
614;YORK;MARCEL;M;Melesse;JA Melesse Athletisme;1995;255754
615;JOHNS;ALI;M;Bruz;;1996;
616;BLANKENSHIP;JACKSON;M;Saint Malo;CJF St Malo;1997;255756
617;TREVINO;RAPHAEL;M;Dinard;;1998;
618;SALINAS;BRYON;M;Angers;Anjou Athletisme;1999;255758
619;CAMPOS;ARMAND;M;Brest;Stade Brestois;2000;255759
620;PRUITT;ALVARO;M;Nantes;;1996;
621;MOSES;JEFFRY;M;Pace;SRA;1997;255761
622;CALLAHAN;DANE;M;Vern;;1998;
623;GOLDEN;JOESPH;M;Mordelles;;1999;
624;MONTOYA;THURMAN;M;Saint Brieuc;ASPTT St Brieuc;2000;255764
625;HARDIN;NED;M;Paris;;1963;
626;GUERRA;SAMMIE;M;Chantepie;;1965;
627;MCDOWELL;RUSTY;M;Cesson Sevigne;Athletic club cessonais;1969;255767
628;CAREY;MICHEL;M;Thorigne;;1961;
629;STAFFORD;MONTY;M;Vezin;;1951;
630;GALLEGOS;RORY;M;Le Rheu;;1955;
631;HENSON;FABIAN;M;Fougeres;ASPTT Fougeres;1957;255771
632;WILKINSON;REGGIE;M;Dinan;;1947;
633;BOOKER;MASON;M;Pont Pean;;1970;
634;MERRITT;GRAHAM;M;Pont Rean;;1971;
635;MIRANDA;KRIS;M;Chateaugiron;;1972;
636;ATKINSON;ISAIAH;M;Rennes;SRA;1973;255776
637;ORR;VAUGHN;M;Cesson Sevigne;;1974;
638;DECKER;GUS;M;Rennes;SRA;1975;255778
639;HOBBS;AVERY;M;Romille;;1975;
640;PRESTON;LOYD;M;Chateaubourg;;1976;
641;TANNER;DIEGO;M;Nantes;Nantes Metropole Athletisme;1976;255781
642;KNOX;ALEXIS;M;Paris;;1977;
643;PACHECO;ADOLPH;M;Saint Brieuc;;1977;
644;STEPHENSON;NORRIS;M;Brest;;1978;
645;GLASS;MILLARD;M;Morlaix;;1979;
646;ROJAS;ROCCO;M;Quimper;;1980;
647;SERRANO;GONZALO;M;Bruz;;1981;
648;MARKS;DERICK;M;Chartres de Bretagne;EACB;1978;255788
649;HICKMAN;RODRIGO;M;Chantepie;;1979;
650;ENGLISH;GERRY;M;Saint Erblon;;1980;
651;SWEENEY;STACEY;M;La Meziere;;1981;
652;STRONG;CARMEN;M;Montgermont;;1982;
653;PRINCE;WILEY;M;Bourgbarre;;1983;
654;MCCLURE;RIGOBERTO;M;Orgeres;;1984;
655;CONWAY;ALPHONSO;M;Montfort;;1985;
656;WALTER;TY ;M;Iffendic;;1986;
657;ROTH;SHELBY;M;Melesse;;1987;
658;MAYNARD;RICKIE;M;Bruz;;1988;
659;FARRELL;NOE;M;Saint Malo;;1989;
660;LOWERY;VERN;M;Dinard;;1990;
661;HURST;BOBBIE;M;Angers;;1982;
662;NIXON;REED;M;Brest;;1983;
663;WEISS;JEFFERSON;M;Nantes;;1984;
664;TRUJILLO;ELVIS;M;Pace;;1985;
665;ELLISON;BERNARDO;M;Vern;;1986;
666;SLOAN;MAURICIO;M;Mordelles;;1987;
667;JUAREZ;HIRAM;M;Saint Brieuc;;1988;
668;WINTERS;DONOVAN;M;Paris;Racing club;1989;255808
669;MCLEAN;BASIL;M;Chantepie;;1990;
670;RANDOLPH;RILEY;M;Cesson Sevigne;;1991;
671;LEON;OLLIE;M;Thorigne;;1992;
672;BOYER;NICKOLAS;M;Vezin;;1993;
673;VILLARREAL;MAYNARD;M;Le Rheu;;1994;
674;MCCALL;SCOT;M;Fougeres;;1995;
675;GENTRY;VINCE;M;Dinan;;1996;
676;CARRILLO;QUINCY;M;Pont Pean;;1997;
677;KENT;EDDY;M;Pont Rean;;1998;
678;AYERS;SEBASTIAN;M;Chateaugiron;;1999;
679;LARA;FEDERICO;M;Rennes;EARTA;2000;255819
680;SHANNON;ULYSSES;M;Cesson Sevigne;;1983;
681;SEXTON;HERIBERTO;M;Rennes;;1984;
682;PACE;DONNELL;M;Romille;;1985;
683;HULL;COLE;M;Chateaubourg;;1986;
684;LEBLANC;DENNY;M;Nantes;;1987;
685;BROWNING;DAVIS;M;Paris;;1988;
686;VELASQUEZ;GAVIN;M;Saint Brieuc;;1989;
687;LEACH;EMERY;M;Brest;;1990;
688;CHANG;WARD;M;Morlaix;;1991;
689;HOUSE;ROMEO;M;Quimper;ASPTT Quimper;1992;255829
690;SELLERS;JAYSON;M;Bruz;Bruz Athletisme;1993;255830
691;HERRING;DION;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1994;255831
692;NOBLE;DANTE;M;Chantepie;;1995;
693;FOLEY;CLEMENT;M;Saint Erblon;;1996;
694;BARTLETT;COY;M;La Meziere;Agile Talon;1997;255834
695;MERCADO;ODELL;M;Montgermont;;1998;
696;LANDRY;MAXWELL;M;Bourgbarre;;1999;
697;DURHAM;JARVIS;M;Orgeres;Jogging Loisir Orgeres;2000;255837
698;WALLS;BRUNO;M;Montfort;EAPB;1996;255838
699;BARR;ISSAC;M;Iffendic;;1997;
700;MCKEE;MARY;M;Melesse;JA Melesse Athletisme;1998;255840
701;BAUER;DUDLEY;M;Bruz;;1999;
702;RIVERS;BROCK;M;Saint Malo;CJF St Malo;2000;255842
703;EVERETT;SANFORD;M;Dinard;;1963;
704;BRADSHAW;COLBY;M;Angers;Anjou Athletisme;1965;255844
705;PUGH;CARMELO;M;Brest;Stade Brestois;1969;255845
706;VELEZ;BARNEY;M;Nantes;;1961;
707;RUSH;NESTOR;M;Pace;SRA;1951;255847
708;ESTES;HOLLIS;M;Vern;;1955;
709;DODSON;STEFAN;M;Mordelles;;1957;
710;MORSE;DONNY;M;Saint Brieuc;ASPTT St Brieuc;1947;255850
711;SHEPPARD;ART;M;Paris;;1970;
712;WEEKS;LINWOOD;M;Chantepie;;1971;
713;CAMACHO;BEAU;M;Cesson Sevigne;Athletic club cessonais;1972;255853
714;BEAN;WELDON;M;Thorigne;;1973;
715;BARRON;GALEN;M;Vezin;;1974;
716;LIVINGSTON;ISIDRO;M;Le Rheu;;1975;
717;MIDDLETON;TRUMAN;M;Fougeres;ASPTT Fougeres;1975;255857
718;SPEARS;DELMAR;M;Dinan;;1976;
719;BRANCH;JOHNATHON;M;Pont Pean;;1976;
720;BLEVINS;SILAS;M;Pont Rean;;1977;
721;CHEN;FREDERIC;M;Chateaugiron;;1977;
722;KERR;DICK;M;Rennes;SRA;1978;255862
723;MCCONNELL;KIRBY;M;Cesson Sevigne;;1979;
724;HATFIELD;IRWIN;M;Rennes;SRA;1980;255864
725;HARDING;CRUZ;M;Romille;;1981;
726;ASHLEY;MERLIN;M;Chateaubourg;;1978;
727;SOLIS;MERRILL;M;Nantes;Nantes Metropole Athletisme;1979;255867
728;HERMAN;CHARLEY;M;Paris;;1980;
729;FROST;MARCELINO;M;Saint Brieuc;;1981;
730;GILES;LANE;M;Brest;;1982;
731;BLACKBURN;HARRIS;M;Morlaix;;1983;
732;WILLIAM;CLEO;M;Quimper;;1984;
733;PENNINGTON;CARLO;M;Bruz;;1985;
734;WOODWARD;TRENTON;M;Chartres de Bretagne;EACB;1986;255874
735;FINLEY;KURTIS;M;Chantepie;;1987;
736;MCINTOSH;HUNTER;M;Saint Erblon;;1988;
737;KOCH;AURELIO;M;La Meziere;;1989;
738;BEST;WINFRED;M;Montgermont;;1990;
739;SOLOMON;VITO;M;Bourgbarre;;1982;
740;MCCULLOUGH;COLLIN;M;Orgeres;;1983;
741;DUDLEY;DENVER;M;Montfort;;1984;
742;NOLAN;CARTER;M;Iffendic;;1985;
743;BLANCHARD;LEONEL;M;Melesse;;1986;
744;RIVAS;EMORY;M;Bruz;;1987;
745;BRENNAN;PASQUALE;M;Saint Malo;;1988;
746;MEJIA;MOHAMMAD;M;Dinard;;1989;
747;KANE;MARIANO;M;Angers;;1990;
748;BENTON;DANIAL;M;Brest;;1991;
749;JOYCE;BLAIR;M;Nantes;;1992;
750;BUCKLEY;LANDON;M;Pace;;1993;
751;HALEY;DIRK;M;Vern;;1994;
752;VALENTINE;BRANDEN;M;Mordelles;;1995;
753;MADDOX;ADAN;M;Saint Brieuc;;1996;
754;RUSSO;NUMBERS;M;Paris;Racing club;1997;255894
755;MCKNIGHT;CLAIR;M;Chantepie;;1998;
756;BUCK;BUFORD;M;Cesson Sevigne;;1999;
757;MOON;GERMAN;M;Thorigne;;2000;
758;MCMILLAN;BERNIE;M;Vezin;;1983;
759;CROSBY;WILMER;M;Le Rheu;;1984;
760;BERG;JOAN;M;Fougeres;;1985;
761;DOTSON;EMERSON;M;Dinan;;1986;
762;MAYS;ZACHERY;M;Pont Pean;;1987;
763;ROACH;FLETCHER;M;Pont Rean;;1988;
764;CHURCH;JACQUES;M;Chateaugiron;;1989;
765;CHAN;ERROL;M;Rennes;EARTA;1990;255905
766;RICHMOND;DALTON;M;Cesson Sevigne;;1991;
767;MEADOWS;MONROE;M;Rennes;;1992;
768;FAULKNER;JOSUE;M;Romille;;1993;
769;ONEILL;DOMINIQUE;M;Chateaubourg;;1994;
770;KNAPP;EDWARDO;M;Nantes;;1995;
771;KLINE;BOOKER;M;Paris;;1996;
772;BARRY;WILFORD;M;Saint Brieuc;;1997;
773;OCHOA;SONNY;M;Brest;;1998;
774;JACOBSON;SHELTON;M;Morlaix;;1999;
775;GAY;CARSON;M;Quimper;ASPTT Quimper;2000;255915
776;AVERY;THERON;M;Bruz;Bruz Athletisme;1996;255916
777;HENDRICKS;RAYMUNDO;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1997;255917
778;HORNE;DAREN;M;Chantepie;;1998;
779;SHEPARD;TRISTAN;M;Saint Erblon;;1999;
780;HEBERT;HOUSTON;M;La Meziere;Agile Talon;2000;255920
781;CHERRY;ROBBY;M;Montgermont;;1963;
782;CARDENAS;LINCOLN;M;Bourgbarre;;1965;
783;MCINTYRE;JAME;M;Orgeres;Jogging Loisir Orgeres;1969;255923
784;WHITNEY;GENARO;M;Montfort;EAPB;1961;255924
785;WALLER;GALE;M;Iffendic;;1951;
786;HOLMAN;BENNETT;M;Melesse;JA Melesse Athletisme;1955;255926
787;DONALDSON;OCTAVIO;M;Bruz;;1957;
788;CANTU;CORNELL;M;Saint Malo;CJF St Malo;1947;255928
789;TERRELL;LAVERNE;M;Dinard;;1970;
790;MORIN;HUNG;M;Angers;Anjou Athletisme;1971;255930
791;GILLESPIE;ARRON;M;Brest;Stade Brestois;1972;255931
792;FUENTES;ANTONY;M;Nantes;;1973;
793;TILLMAN;HERSCHEL;M;Pace;SRA;1974;255933
794;SANFORD;ALVA;M;Vern;;1975;
795;BENTLEY;GIOVANNI;M;Mordelles;;1975;
796;PECK;GARTH;M;Saint Brieuc;ASPTT St Brieuc;1976;255936
797;KEY;CYRUS;M;Paris;;1976;
798;SALAS;CYRIL;M;Chantepie;;1977;
799;ROLLINS;RONNY;M;Cesson Sevigne;Athletic club cessonais;1977;255939
800;GAMBLE;STEVIE;M;Thorigne;;1978;
801;DICKSON;LON;M;Vezin;;1979;
802;BATTLE;FREEMAN;M;Le Rheu;;1980;
803;SANTANA;ERIN;M;Fougeres;ASPTT Fougeres;1981;255943
804;CABRERA;DUNCAN;M;Dinan;;1978;
805;CERVANTES;KENNITH;M;Pont Pean;;1979;
806;HOWE;CARMINE;M;Pont Rean;;1980;
807;HINTON;AUGUSTINE;M;Chateaugiron;;1981;
808;HURLEY;YOUNG;M;Rennes;SRA;1982;255948
809;SPENCE;ERICH;M;Cesson Sevigne;;1983;
810;ZAMORA;CHADWICK;M;Rennes;SRA;1984;255950
811;YANG;WILBURN;M;Romille;;1985;
812;MCNEIL;RUSS;M;Chateaubourg;;1986;
813;SUAREZ;REID;M;Nantes;Nantes Metropole Athletisme;1987;255953
814;CASE;MYLES;M;Paris;;1988;
815;PETTY;ANDERSON;M;Saint Brieuc;;1989;
816;GOULD;MORTON;M;Brest;;1990;
817;MCFARLAND;JONAS;M;Morlaix;;1982;
818;SAMPSON;FOREST;M;Quimper;;1983;
819;CARVER;MITCHEL;M;Bruz;;1984;
820;BRAY;MERVIN;M;Chartres de Bretagne;EACB;1985;255960
821;ROSARIO;ZANE;M;Chantepie;;1986;
822;MACDONALD;RICH;M;Saint Erblon;;1987;
823;STOUT;JAMEL;M;La Meziere;;1988;
824;HESTER;LAZARO;M;Montgermont;;1989;
825;MELENDEZ;ALPHONSE;M;Bourgbarre;;1990;
826;DILLON;RANDELL;M;Orgeres;;1991;
827;FARLEY;MAJOR;M;Montfort;;1992;
828;HOPPER;JOHNIE;M;Iffendic;;1993;
829;GALLOWAY;JARRETT;M;Melesse;;1994;
830;POTTS;BROOKS;M;Bruz;;1995;
831;BERNARD;ARIEL;M;Saint Malo;;1996;
832;JOYNER;ABDUL;M;Dinard;;1997;
833;STEIN;DUSTY;M;Angers;;1998;
834;AGUIRRE;LUCIANO;M;Brest;;1999;
835;OSBORN;LINDSEY;M;Nantes;;2000;
836;MERCER;TRACEY;M;Pace;;1983;
837;BENDER;SEYMOUR;M;Vern;;1984;
838;FRANCO;SCOTTIE;M;Mordelles;;1985;
839;ROWLAND;EUGENIO;M;Saint Brieuc;;1986;
840;SYKES;MOHAMMED;M;Paris;Racing club;1987;255980
841;BENJAMIN;SANDY;M;Chantepie;;1988;
842;TRAVIS;VALENTIN;M;Cesson Sevigne;;1989;
843;PICKETT;CHANCE;M;Thorigne;;1990;
844;CRANE;ARNULFO;M;Vezin;;1991;
845;SEARS;LUCIEN;M;Le Rheu;;1992;
846;MAYO;FERDINAND;M;Fougeres;;1993;
847;DUNLAP;THAD;M;Dinan;;1994;
848;HAYDEN;EZRA;M;Pont Pean;;1995;
849;WILDER;SYDNEY;M;Pont Rean;;1996;
850;MCKAY;ALDO;M;Chateaugiron;;1997;
851;COFFEY;RUBIN;M;Rennes;EARTA;1998;255991
852;MCCARTY;ROYAL;M;Cesson Sevigne;;1999;
853;EWING;MITCH;M;Rennes;;2000;
854;COOLEY;EARLE;M;Romille;;1996;
855;VAUGHAN;ABE;M;Chateaubourg;;1997;
856;BONNER;WYATT;M;Nantes;;1998;
857;COTTON;MARQUIS;M;Paris;;1999;
858;HOLDER;LANNY;M;Saint Brieuc;;2000;
859;STARK;KAREEM;M;Brest;;1963;
860;FERRELL;JAMAR;M;Morlaix;;1965;
861;CANTRELL;BORIS;M;Quimper;ASPTT Quimper;1969;256001
862;FULTON;ISIAH;M;Bruz;Bruz Athletisme;1961;256002
863;LYNN;EMILE;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1951;256003
864;LOTT;ELMO;M;Chantepie;;1955;
865;CALDERON;ARON;M;Saint Erblon;;1957;
866;ROSA;LEOPOLDO;M;La Meziere;Agile Talon;1947;256006
867;POLLARD;EVERETTE;M;Montgermont;;1970;
868;HOOPER;JOSEF;M;Bourgbarre;;1971;
869;BURCH;GAIL;M;Orgeres;Jogging Loisir Orgeres;1972;256009
870;MULLEN;ELOY;M;Montfort;EAPB;1973;256010
871;FRY;DORIAN;M;Iffendic;;1974;
872;RIDDLE;RODRICK;M;Melesse;JA Melesse Athletisme;1975;256012
873;LEVY;REINALDO;M;Bruz;;1975;
874;DAVID;LUCIO;M;Saint Malo;CJF St Malo;1976;256014
875;DUKE;JERROD;M;Dinard;;1976;
876;ODONNELL;WESTON;M;Angers;Anjou Athletisme;1977;256016
877;GUY;HERSHEL;M;Brest;Stade Brestois;1977;256017
878;MICHAEL;BARTON;M;Nantes;;1978;
879;BRITT;PARKER;M;Pace;SRA;1979;256019
880;FREDERICK;LEMUEL;M;Vern;;1980;
881;DAUGHERTY;LAVERN;M;Mordelles;;1981;
882;BERGER;BURT;M;Saint Brieuc;ASPTT St Brieuc;1978;256022
883;DILLARD;JULES;M;Paris;;1979;
884;ALSTON;GIL;M;Chantepie;;1980;
885;JARVIS;ELISEO;M;Cesson Sevigne;Athletic club cessonais;1981;256025
886;FRYE;AHMAD;M;Thorigne;;1982;
887;RIGGS;NIGEL;M;Vezin;;1983;
888;CHANEY;EFREN;M;Le Rheu;;1984;
889;ODOM;ANTWAN;M;Fougeres;ASPTT Fougeres;1985;256029
890;DUFFY;ALDEN;M;Dinan;;1986;
891;FITZPATRICK;MARGARITO;M;Pont Pean;;1987;
892;VALENZUELA;COLEMAN;M;Pont Rean;;1988;
893;MERRILL;REFUGIO;M;Chateaugiron;;1989;
894;MAYER;DINO;M;Rennes;SRA;1990;256034
895;ALFORD;OSVALDO;M;Cesson Sevigne;;1982;
896;MCPHERSON;LES;M;Rennes;SRA;1983;256036
897;ACEVEDO;DEANDRE;M;Romille;;1984;
898;DONOVAN;NORMAND;M;Chateaubourg;;1985;
899;BARRERA;KIETH;M;Nantes;Nantes Metropole Athletisme;1986;256039
900;ALBERT;IVORY;M;Paris;;1987;
901;COTE;ANDREA;M;Saint Brieuc;;1988;
902;REILLY;TREY;M;Brest;;1989;
903;COMPTON;NORBERTO;M;Morlaix;;1990;
904;RAYMOND;NAPOLEON;M;Quimper;;1991;
905;MOONEY;JEROLD;M;Bruz;;1992;
906;MCGOWAN;FRITZ;M;Chartres de Bretagne;EACB;1993;256046
907;CRAFT;ROSENDO;M;Chantepie;;1994;
908;CLEVELAND;MILFORD;M;Saint Erblon;;1995;
909;CLEMONS;SANG;M;La Meziere;;1996;
910;WYNN;DEON;M;Montgermont;;1997;
911;NIELSEN;CHRISTOPER;M;Bourgbarre;;1998;
912;BAIRD;ALFONZO;M;Orgeres;;1999;
913;STANTON;LYMAN;M;Montfort;;2000;
914;SNIDER;JOSIAH;M;Iffendic;;1983;
915;ROSALES;BRANT;M;Melesse;;1984;
916;BRIGHT;WILTON;M;Bruz;;1985;
917;WITT;RICO;M;Saint Malo;;1986;
918;STUART;JAMAAL;M;Dinard;;1987;
919;HAYS;DEWITT;M;Angers;;1988;
920;HOLDEN;CAROL;M;Brest;;1989;
921;RUTLEDGE;BRENTON;M;Nantes;;1990;
922;KINNEY;YONG;M;Pace;;1991;
923;CLEMENTS;OLIN;M;Vern;;1992;
924;CASTANEDA;FOSTER;M;Mordelles;;1993;
925;SLATER;FAUSTINO;M;Saint Brieuc;;1994;
926;HAHN;CLAUDIO;M;Paris;Racing club;1995;256066
927;EMERSON;JUDSON;M;Chantepie;;1996;
928;CONRAD;GINO;M;Cesson Sevigne;;1997;
929;BURKS;EDGARDO;M;Thorigne;;1998;
930;DELANEY;BERRY;M;Vezin;;1999;
931;PATE;ALEC;M;Le Rheu;;2000;
932;LANCASTER;TANNER;M;Fougeres;;1996;
933;SWEET;JARRED;M;Dinan;;1997;
934;JUSTICE;DONN;M;Pont Pean;;1998;
935;TYSON;TRINIDAD;M;Pont Rean;;1999;
936;SHARPE;TAD;M;Chateaugiron;;2000;
937;WHITFIELD;SHIRLEY;M;Rennes;EARTA;1963;256077
938;TALLEY;PRINCE;M;Cesson Sevigne;;1965;
939;MACIAS;PORFIRIO;M;Rennes;;1969;
940;IRWIN;ODIS;M;Romille;;1961;
941;BURRIS;MARIA;M;Chateaubourg;;1951;
942;RATLIFF;LENARD;M;Nantes;;1955;
943;MCCRAY;CHAUNCEY;M;Paris;;1957;
944;MADDEN;CHANG;M;Saint Brieuc;;1947;
945;KAUFMAN;TOD;M;Brest;;1970;
946;BEACH;MEL;M;Morlaix;;1971;
947;GOFF;MARCELO;M;Quimper;ASPTT Quimper;1972;256087
948;CASH;KORY;M;Bruz;Bruz Athletisme;1973;256088
949;BOLTON;AUGUSTUS;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1974;256089
950;MCFADDEN;KEVEN;M;Chantepie;;1975;
951;LEVINE;HILARIO;M;Saint Erblon;;1975;
952;GOOD;BUD;M;La Meziere;Agile Talon;1976;256092
953;BYERS;SAL;M;Montgermont;;1976;
954;KIRKLAND;ROSARIO;M;Bourgbarre;;1977;
955;KIDD;ORVAL;M;Orgeres;Jogging Loisir Orgeres;1977;256095
956;WORKMAN;MAURO;M;Montfort;EAPB;1978;256096
957;CARNEY;DANNIE;M;Iffendic;;1979;
